texto,texto_limpio,insulto,amenaza,rumores_difamatorios,comentarios_humillantes,lenguaje_discriminatorio,acoso_sexual,manipulacion_emocional,lenguaje_vulgar,acoso_general,redes_sociales,suicidio_autolesion
"Juanita así como va, va a terminar como la lameculos de Claudia Gurisatti",juanita así va va terminar lameculos claudia gurisatti,False,False,False,False,False,False,False,True,False,False,False
Ese tipejo viene de familia de corruptos 0 votos para ese lameculos,tipejo viene familia corruptos votos lameculos,False,False,False,False,False,False,False,True,False,False,False
Jajajaja baia baia ahora hay que meterle la ficha al Bukele alimentado a punta de chontaduro. Un man que es más conocido por ser un Lameculos que por otra cosa. Báilame ese trompo con la uña viejo Miller.,jajajaja baia baia ahora meterle ficha bukele alimentado punta chontaduro man conocido ser lameculos cosa báilame trompo uña viejo miller,False,False,False,False,False,False,False,True,False,False,False
Vivo en cali y me informo día a día d el que sucede en la ciudad y lo que vivimos es la falta de educación producto de padres malcriando jóvenes que salen a dañar la ciudad. Eso no se soluciona con cárcel como dice el lameculos que habla hasta paisa,vivo cali informo día día d sucede ciudad vivimos falta educación producto padres malcriando jóvenes salen dañar ciudad soluciona cárcel dice lameculos habla paisa,False,False,False,False,False,False,False,True,False,False,False
"Vergüenza ajena, pero a ese bodrio de apellido Cabal ya la conocen por su ignorancia supina, su desprecio por los pobres los negros y los indígenas.
El Espectador lameculos más cerca del pasquín El Tiempo,presentando el recorrido bulloso de  la iletrada q aún se refiere la Urss.",vergüenza ajena bodrio apellido cabal conocen ignorancia supina desprecio pobres negros indígenas espectador lameculos cerca pasquín tiempopresentando recorrido bulloso iletrada q aún refiere urss,False,False,False,False,True,False,False,True,False,False,False
Hasta donde llega el periodismo lameculos q le preocupa q baje el desempleo hp,llega periodismo lameculos q preocupa q baje desempleo hp,False,False,False,False,False,False,False,True,False,False,False
"Saquese los pelos de la lengua, lameculos",saquese pelos lengua lameculos,False,False,False,False,False,False,False,True,False,False,False
"Puro lavaperro, lameculos acompaño en esa  marcha al matarife",puro lavaperro lameculos acompaño marcha matarife,False,True,False,False,False,False,False,True,False,False,False
Usted se cayó de la cama cuando era bebé? O porque ese pensamiento que le sale tan del culo? Lameculos,usted cayó cama bebé pensamiento sale tan culo lameculos,False,False,False,False,False,False,False,True,False,False,False
"Jajajaja seguí de Lameculos y ni ellos te ayudan, por qué son una mentira como vos.",jajajaja seguí lameculos ayudan mentira vos,False,False,False,False,False,False,False,True,False,False,False
Que LAMECULOS tan impresentable…,lameculos tan impresentable,False,False,False,False,False,False,False,True,False,False,False
"Amiga, deja solo a ese payaso si le pagan por hacerte sufrir ya sería millonario",amiga deja solo payaso si pagan hacerte sufrir millonario,False,False,False,False,False,False,False,False,False,False,False
"Este hpta bobo dice que es lider de un MOVIMIENTO SOCIAL, pero es un payaso!",hpta bobo dice lider movimiento social payaso,False,False,False,False,False,False,False,False,False,False,False
Todo un payaso sos,payaso sos,False,False,False,False,False,False,False,False,False,False,False
Yo opino que sos un payaso,opino sos payaso,False,False,False,False,False,False,False,False,False,False,False
Te dijo la verdad payaso 🤡,dijo verdad payaso,False,False,False,False,False,False,False,False,False,False,False
"No se payaso hp, así de desesperado esta malparido",payaso hp así desesperado malparido,False,False,False,False,False,False,False,False,False,False,False
"jaja payaso, nadie te cree",jaja payaso nadie cree,False,False,False,False,False,False,False,False,False,False,False
"Si no fueras tan chillon y payaso, a lo mejor!",si tan chillon payaso mejor,False,False,False,False,False,False,False,False,False,False,False
"Higuita fué un payaso en el arco que le arruinó un mundial a la selección y nunca hizo nada relevante en ella. La selección del pibe, Rincón y Asprilla ganó algunos partiditos y nada mas.",higuita fué payaso arco arruinó mundial selección nunca hizo relevante selección pibe rincón asprilla ganó partiditos mas,False,False,False,False,False,False,False,False,False,False,False
jajajaja este payaso es tan bruto que se cree sus propias bobadas,jajajaja payaso tan bruto cree propias bobadas,False,False,False,False,False,False,False,False,False,False,False
Este payaso hoy se metió todo el bazuco qué pudo.,payaso hoy metió bazuco pudo,False,False,False,False,False,False,False,False,False,False,False
El propósito de este payaso es hacer el ridículo y cada vez caer más bajo,propósito payaso hacer ridículo cada vez caer bajo,False,False,False,False,False,False,False,True,False,False,False
"La payasada bien montada, bueno, ni también hecha, aquí salio el otro payaso 🤡 😂",payasada bien montada bueno hecha aquí salio payaso,False,False,False,False,False,False,False,False,False,False,False
PAYASO PEDERASTA!!!,payaso pederasta,False,False,False,False,False,False,False,False,False,False,False
"Payaso aquel que justifica lo injustificable, Con este Narcogobierno y lo que le hicieron a la niñera !!!",payaso aquel justifica injustificable narcogobierno hicieron niñera,False,False,False,False,False,False,False,False,False,False,False
"Ay deje de ser delicado bobo hpta, vendido te mal pa ri do de 💩, te quiero ver hablando esas mismas chimbadas cuando esa loca cabal hace lo mismo... Payaso hpta",ay deje ser delicado bobo hpta vendido mal pa ri do quiero ver hablando mismas chimbadas loca cabal hace mismo payaso hpta,False,False,False,False,False,False,False,False,False,False,False
El ministro es como payaso dice que la sra firmó un consentimiento preguntamos quién no firma un consentimiento bajo presión y en estado de indefensión y temiendo por su vida ?,ministro payaso dice sra firmó consentimiento preguntamos quién firma consentimiento bajo presión indefensión temiendo vida,False,False,False,False,False,False,False,False,False,False,False
"Ay ya sabemos gran malparido que usted es un machista igualito a ese payaso, valientes con las mujeres, y detrás de un teclado, pero con otro hombre son severas cagalastodas bobo hpta",ay sabemos gran malparido usted machista igualito payaso valientes mujeres detrás teclado hombre severas cagalastodas bobo hpta,False,False,False,False,False,False,False,False,False,False,False
Payaso quien no firma un consentimiento bajo presión y en esta de indefensión?,payaso firma consentimiento bajo presión indefensión,False,False,False,False,False,False,False,False,False,False,False
Este payaso va a hacer lo mismo que Chávez. Veremos cómo le sale la vuelta,payaso va hacer mismo chávez veremos cómo sale vuelta,False,False,False,False,False,False,False,False,False,False,False
"este payaso, si es el propio enemigo de la democracia",payaso si propio enemigo democracia,False,False,False,False,False,False,False,False,False,False,False
Definitivamente tenemos un payaso en el gobierno,definitivamente payaso gobierno,False,False,False,False,False,False,False,False,False,False,False
"Repugnante lo que le hicieron a la chica, denunciar al payaso que se pasó de guache en hacerle eso, eso no es gente normal",repugnante hicieron chica denunciar payaso pasó guache hacerle gente normal,False,False,False,False,False,False,False,False,False,True,False
Payaso,payaso,False,False,False,False,False,False,False,False,False,False,False
Que les asombra de este PAYASO?,asombra payaso,False,False,False,False,False,False,False,False,False,False,False
Tras de payaso mentiroso,tras payaso mentiroso,False,False,True,False,False,False,False,False,False,False,False
"Bueno, ya entenderás que vos no tenes ninguna autoridad para hablar, sobre ""tener vida propia"" payaso regresate al circo de dónde te saliste. ",bueno entenderás vos tenes ninguna autoridad hablar tener vida propia payaso regresate circo dónde saliste,False,False,False,False,False,False,False,False,False,False,False
Que Man tan payaso 🤡. Este es de esos típicos bandidos que tiran la piedra y esconden la mano. Este es un cabecilla de la primera línea. Terrorista!!!,man tan payaso típicos bandidos tiran piedra esconden mano cabecilla primera línea terrorista,False,False,False,False,False,False,False,False,False,False,False
"Y en Cali, en vez de tener orden, autoridad, lo que tenemos es un alcalde payaso 🤡🤡, que le quito autoridad a diferentes entidades, y que la gente falta de cultura hagan lo que quieran. ",cali vez tener orden autoridad alcalde payaso quito autoridad diferentes entidades gente falta cultura hagan quieran,False,False,False,False,False,False,False,False,False,False,False
"Si me me dijeran que me van a pagar por decirle a usted baboso, pelmazo, bueno para nada, inepto, mediocre, mentiroso, payaso, le aseguro que diría que no, eso es ganarse la plata muy suave diciendo verdades.",si dijeran van pagar decirle usted baboso pelmazo bueno inepto mediocre mentiroso payaso aseguro diría ganarse plata suave diciendo verdades,True,False,True,False,False,False,False,False,False,False,False
"Cumpliendo con la agenda que te imponen tus jefes. Cierto, payaso de mierda?",cumpliendo agenda imponen jefes cierto payaso mierda,False,False,False,False,False,False,False,True,False,False,False
Q chimba ver como le dan varilla por BRUTO! 😂😂😂 digno representante de la izquierda enchimbada. Jajajaja payaso hijueputa,q chimba ver dan varilla bruto digno representante izquierda enchimbada jajajaja payaso hijueputa,False,False,False,False,True,False,False,False,False,False,False
Nones relator es un payaso con micrófono,nones relator payaso micrófono,False,False,False,False,False,False,False,False,False,False,False
Baboso vende humo. Nadie te cree payaso!!!,baboso vende humo nadie cree payaso,True,False,False,False,False,False,False,False,False,False,False
Que se puede esperar de un payaso como Barbosa. Un completo idiota que encontró su cargo en un paquete de chitos,puede esperar payaso barbosa completo idiota encontró cargo paquete chitos,True,False,False,False,False,False,False,False,False,False,False
Mucho hpta usd se hizo elegir odiando la derecha y a uribe. Ahora lo defiende 🤣🤣 payaso,hpta usd hizo elegir odiando derecha uribe ahora defiende payaso,False,False,False,False,False,False,False,False,False,False,False
Ese Jarlan es un Hijo de Puta payaso! 🤮,jarlan hijo puta payaso,False,False,False,False,True,False,False,False,False,False,False
"Payaso y todo, mejor informado que usted, bodeguero.",payaso mejor informado usted bodeguero,False,False,False,False,False,False,False,False,False,False,False
"Tenemos a Chucky al frente de la ciudad, un muñeco diabólico payaso y corrupto.",chucky frente ciudad muñeco diabólico payaso corrupto,False,False,False,False,False,False,False,False,False,False,False
Un baboso que escribe estupideces y que se ufana de ser un buen payaso.🤡,baboso escribe estupideces ufana ser buen payaso,True,False,False,False,False,False,False,False,False,False,False
El pobre serás vos payaso. No necesito nada de nadie. Pendejo hp.,pobre vos payaso necesito nadie pendejo hp,False,False,False,False,False,False,False,True,False,False,False
"12 años vos con con esa foto de perfil. Habla pues cuándo y dónde o te da culillo, payaso.",años vos foto perfil habla pues cuándo dónde da culillo payaso,False,False,False,False,False,False,False,False,False,False,False
Q bonito ya no les tenemos miedo y lo mejor aún no les creemos payasos setentahptas,q bonito miedo mejor aún creemos payasos setentahptas,False,False,False,False,False,False,False,False,False,False,False
"Así daban a Javier Milei el candidato a la presidencia de Argentina, lo daban de un economista payaso y loco y hoy arrasa todas las encuestas de intención de voto y puede llegar a ser el próximo presidente de Argentina.",así daban javier milei candidato presidencia argentina daban economista payaso loco hoy arrasa todas encuestas intención voto puede llegar ser próximo presidente argentina,False,False,False,False,False,False,False,False,False,False,False
Cómo vas a decir que lleva 3 años arrastrándose si hace dls años te quitó un título y el año pasado estaba metiendo a Tolima en una final? Eres payaso?,cómo vas decir lleva años arrastrándose si hace dls años quitó título año pasado metiendo tolima final payaso,False,False,False,False,False,False,False,False,False,False,False
"Usted, que con su reforma laborarlos de 2002, quito los recargos nocturnos, dominicales y de festivos, sin generación de empleo, nos viene a hablar de eso??? No sea tan miserable!  Payaso!",usted reforma laborarlos quito recargos nocturnos dominicales festivos generación empleo viene hablar tan miserable payaso,False,False,False,False,False,False,False,False,False,False,False
Si su mamá se lo hubiera tragado usted no existiría pero bueno nada que hacer payaso,si mamá tragado usted existiría bueno hacer payaso,False,False,False,False,False,False,False,False,False,False,False
"Ridículo, payaso!",ridículo payaso,False,False,False,False,False,False,False,True,False,False,False
"Se encontró 3 goles en 7 minutos, payaso.",encontró goles minutos payaso,False,False,False,False,False,False,False,False,False,False,False
Usted espera ser reelegido? Jajajajajajja aaaaa jajajajajajaja esto es un circo 🤡 jajajaja pobre payaso ríe por no llorar.,usted espera ser reelegido jajajajajajja aaaaa jajajajajajaja circo jajajaja pobre payaso ríe llorar,False,False,False,False,False,False,False,False,False,False,False
Viejo payaso 😂,viejo payaso,False,False,False,False,False,False,False,False,False,False,False
Yo hago uno del peor payaso que no hace reír ni a una hiena.,hago peor payaso hace reír hiena,False,False,False,False,False,False,False,False,False,False,False
"A si se pasean los ladrones en Cali bailando como este payaso 🤡, la ciudad en manos de la delincuencia común y este inservible bien gracias!!!",si pasean ladrones cali bailando payaso ciudad manos delincuencia común inservible bien gracias,False,False,False,False,False,False,False,False,False,False,False
Esperemos cuando los demanden conque vas a salir payaso.,esperemos demanden conque vas salir payaso,False,False,False,False,False,False,False,False,False,False,False
"25 de mayo día del payaso .pues  ese  día es de todos,  piensa cuantas veces,tienes el corazón en llanto pero muestras una mueca de risa y tus ojos  muestran gran tristeza ,así que ese día es repetitivo",mayo día payaso pues día piensa cuantas vecestienes corazón llanto muestras mueca risa ojos muestran gran tristeza así día repetitivo,False,False,False,False,False,False,False,False,False,False,False
se las metió un payaso esos que andan jodiendo con los links de whatsApp?,metió payaso andan jodiendo links whatsapp,False,False,False,False,False,False,False,False,False,False,False
El primer tontazo q salió con eso fue el payaso triste de daniel samper,primer tontazo q salió payaso triste daniel samper,True,False,False,False,False,False,False,False,False,False,False
"Bobo hpta, al equipo que lo hizo grande la B, tiene la misma cantidad de títulos del circo aquel del cual se cree el payaso que más hace reír.",bobo hpta equipo hizo grande b misma cantidad títulos circo aquel cree payaso hace reír,False,False,False,False,False,False,False,False,False,False,False
Asombroso que todo el entorno del payaso es una mierda. Tan raro.,asombroso entorno payaso mierda tan raro,False,False,False,False,False,False,False,True,False,False,False
Payaso hijo de puta,payaso hijo puta,False,False,False,False,True,False,False,False,False,False,False
este payaso da risa comparando un estudio de seguridad con un delito,payaso da risa comparando estudio seguridad delito,False,False,False,False,False,False,False,False,False,False,False
Como todo payaso 🤡 🤡 seguidor del hipnotizador de idiotas.,payaso seguidor hipnotizador idiotas,True,False,False,False,False,False,False,False,False,False,False
Payaso hpta el chiste se cuenta solo que cuenta más real malparido bodeguero extranjero.,payaso hpta chiste cuenta solo cuenta real malparido bodeguero extranjero,False,False,False,False,False,False,False,False,False,False,False
jajaja payaso de quinta y tu te convertiste en la bodega más paga de los petroburros,jajaja payaso quinta convertiste bodega paga petroburros,False,False,False,False,False,False,False,False,False,False,False
Paso básicamente porque no estuvieron presentes y ni la chica a hablado.En el momento donde tratas que tú argumento tome más fuerza insultando quedas como payaso,paso básicamente presentes chica habladoen momento tratas argumento tome fuerza insultando quedas payaso,False,False,True,False,False,False,False,False,False,False,False
"claro,  aun no tengo el asterisco como bolsillo de payaso 👀",claro aun asterisco bolsillo payaso,False,False,False,False,False,False,False,False,False,False,False
Ahora dizque el defensor de los humildes. Payaso arribista!! Sinverguenza,ahora dizque defensor humildes payaso arribista sinverguenza,False,False,False,False,False,False,False,False,False,False,False
"40 años de gobierno de derecha y nunca acabaron con nada, ni lograron nada y ahora esperas que alguien lo haga en nueve meses, 🤦 dejé de ser tan payaso, madure a ver si entiende que todos buscamos lo mismo, paz y un país donde se pueda progresar de manera justa.",años gobierno derecha nunca acabaron lograron ahora esperas alguien haga nueve meses dejé ser tan payaso madure ver si entiende buscamos mismo paz país pueda progresar manera justa,False,True,False,False,False,False,False,False,False,False,False
"Deje ser payaso, le recuerdo q el pueblo es todo colombia no los 11 mm q votaron por el tal cambio, además de los votos comprados",deje ser payaso recuerdo q pueblo colombia mm q votaron tal cambio además votos comprados,False,False,False,False,False,False,False,False,False,False,False
Lo de payaso se lo regalo no sea ordinaria. Lo del servicio de Internet y televisión no hay entre la 3 norte y la 2 norte con 44,payaso regalo ordinaria servicio internet televisión norte norte,False,False,False,False,False,False,False,False,False,False,False
"Q pereza caliescali con ese amarillismo siempre se sobre nota el Uribismo, del titular de esta cuenta, siempre en sus publicaciones tirándole al presidente y su primera dama, que de malo tiene ahora q este ruliendose un hueso cuando eso es algo informal y algún payaso la filmó",q pereza caliescali amarillismo siempre nota uribismo titular cuenta siempre publicaciones tirándole presidente primera dama malo ahora q ruliendose hueso informal algún payaso filmó,False,False,False,False,False,False,False,False,False,False,False
"Ade amiga date cuentaaaaa. Ahi no es, alejate de ese payaso no cometas el error de ana plis!!",ade amiga date cuentaaaaa ahi alejate payaso cometas error ana plis,False,False,False,False,False,False,False,False,False,False,False
"jajaja disque se cayo la confianza en el gobierno, mucho pendejo opinando a lo bien, payaso es que son",jajaja disque cayo confianza gobierno pendejo opinando bien payaso,False,False,False,False,False,False,False,True,False,False,False
"Periodista ni que nada, ése es un payaso de 40 o 42 o bueno ya debe tener 50.",periodista ése payaso bueno debe tener,False,False,False,False,False,False,False,False,False,False,False
"Ese Fico es otro payaso deplorable,inepto,charlatán de plaza.",fico payaso deplorableineptocharlatán plaza,False,False,False,False,False,False,False,False,False,False,False
Este PAYASO no dice nada bueno pero igual nos hace reír mucho,payaso dice bueno igual hace reír,False,False,False,False,False,False,False,False,False,False,False
"Va a criticar al futbolista con más títulos en la historia del país?, Payaso.",va criticar futbolista títulos historia país payaso,False,False,False,False,False,False,False,False,False,False,False
"Pana le está mostrando HECHOS!!! O sea vos en vez de atacar el argumento atacas el interlocutor, aquí el payaso sos vos que no sos capaz de debatir sino de insultar sin un solo argumento sobre el tema en cuestión.",pana mostrando hechos vos vez atacar argumento atacas interlocutor aquí payaso sos vos sos capaz debatir sino insultar solo argumento tema cuestión,False,False,False,False,False,False,False,False,True,False,False
Pues andate para allá payaso burro ignorante,pues andate allá payaso burro ignorante,False,False,False,False,False,False,False,False,False,False,False
"Jamás, en Cali se quema porque todos sabemos quién es, lo que apoya y que es mentira que un alcalde pueda construir una mega cárcel de la nada. A enredar al duende este payaso.",jamás cali quema sabemos quién apoya mentira alcalde pueda construir mega cárcel enredar duende payaso,False,False,False,False,False,False,False,False,False,False,False
"Pero el es un personaje público yo lo sigo , eso no me impide decir que el es un payaso 🤡 que no es imparcial y el sesgo político es evidente , pero sobre todo es un payaso 🤡",personaje público sigo impide decir payaso imparcial sesgo político evidente payaso,False,False,False,False,False,False,False,False,False,False,False
"Jajajaja, el payaso gobierna desde Twitter y desde el balcón, cuando no ebrio, bajo el efecto de otras sustancias o medicamentos.",jajajaja payaso gobierna twitter balcón ebrio bajo efecto sustancias medicamentos,False,False,False,False,False,False,False,False,False,False,False
Jajajaja ahí esta el payaso terrorista el cambio es un circo de dementes y psicópatas,jajajaja ahí payaso terrorista cambio circo dementes psicópatas,False,False,False,False,False,False,False,False,False,False,False
INEPTO PAYASO FRACASADO PERDEDOR,inepto payaso fracasado perdedor,True,False,False,False,False,False,False,False,False,False,False
Yo les voy a enseñar a tener presencia en línea sin verse como un completo payaso.,voy enseñar tener presencia línea verse completo payaso,False,False,False,False,False,False,False,False,False,False,False
"el informe dice claramente que ella dudaba pero su novio le dijo que él se los había enviado, lo cuál no era cierto pero por payaso la embarró",informe dice claramente dudaba novio dijo enviado cuál cierto payaso embarró,False,False,False,False,False,False,False,False,False,False,False
Este tipo es un verdadero payaso 🤡,tipo verdadero payaso,False,False,False,False,False,False,False,False,False,False,False
Se hace la paja este payaso cada vez que ocurren estas desgracias.,hace paja payaso cada vez ocurren desgracias,False,False,False,True,False,False,False,False,False,False,False
"No tiene ni idea de comprensión de lectura, mucho menos sabe escuchar... payaso!",idea comprensión lectura menos sabe escuchar payaso,False,False,False,False,False,False,False,False,False,False,False
que se puede esperar de Queijeiro igual? es otro payaso mediático más,puede esperar queijeiro igual payaso mediático,False,False,False,False,False,False,False,False,False,False,False
"Que gracioso es ver a este imbécil metiendo a la gente pobre para generar alarma, cuando en las imágenes que comparte no se ven mencionados. Los activistas de robledo son bien patéticos y ridículos.",gracioso ver imbécil metiendo gente pobre generar alarma imágenes comparte ven mencionados activistas robledo bien patéticos ridículos,True,False,False,True,False,False,False,True,False,False,False
Mucho imbecil,imbecil,False,False,False,False,False,False,False,False,False,False,False
"Es un estúpido, a lo mejor la madre es una kilos mortales, imbécil.",estúpido mejor madre kilos mortales imbécil,True,False,False,False,False,False,False,False,False,False,False
Tenés esa cabeza llena de Mierda,tenés cabeza llena mierda,False,False,False,False,False,False,False,True,False,False,False
No podes ser tan imbécil.,podes ser tan imbécil,True,False,False,False,False,False,False,False,False,False,False
Estoy mamado de tanta gente imbécil,mamado tanta gente imbécil,True,False,False,False,False,False,False,False,False,False,False
"Es cierta mi hipótesis, desde Musk tuitero que paga chulo azul es un ímbecil asegurado.",cierta hipótesis musk tuitero paga chulo azul ímbecil asegurado,False,False,False,False,False,False,False,False,False,False,False
"Tuitero con bandera de Ucrania, ímbecil asegurado",tuitero bandera ucrania ímbecil asegurado,False,False,False,False,False,False,False,False,False,False,False
"¿Cómo puede ser alguien tan imbécil? Decir que el nazismo es comunismo... Válgame Dios, eso ni un niño de quinto de primaria lo dice.",cómo puede ser alguien tan imbécil decir nazismo comunismo válgame dios niño quinto primaria dice,True,False,False,False,False,False,False,False,False,False,False
Dale Reinaldo rueda no tiene nada de responsabilidad seguí chupandosela por tu club pedazo de imbécil,dale reinaldo rueda responsabilidad seguí chupandosela club pedazo imbécil,True,False,False,False,False,False,False,True,False,False,False
Imbécil la diferencia es que en el salvador se arrestan delincuentes a ca se les rinde pleitesía bobalicon.,imbécil diferencia salvador arrestan delincuentes ca rinde pleitesía bobalicon,True,False,False,False,False,False,False,False,False,False,False
Devolvete a primaria imbecil,devolvete primaria imbecil,False,False,False,False,False,False,False,False,False,False,False
"Que tipo más imbecil Barbosa,,la verdad nos merecemos estos satrapas,delincuentes.",tipo imbecil barbosala verdad merecemos satrapasdelincuentes,False,False,False,False,False,False,False,False,False,False,False
"Que hpta vieja tan bruta, y abogada?, que miedoooo. Esta petrista si es la campeona, jajajaa. Mucha imbecil",hpta vieja tan bruta abogada miedoooo petrista si campeona jajajaa mucha imbecil,False,False,False,False,False,False,False,False,False,False,False
"Uyy, este bobo hp cada vez me deja más perplejo, cada día supera más su grado de imbecil",uyy bobo hp cada vez deja perplejo cada día supera grado imbecil,False,False,False,False,False,False,False,False,False,False,False
Deje su trauma imbécil,deje trauma imbécil,True,False,False,False,False,False,False,False,False,False,False
"Eres el unico negro hijueputa, imbécil, tarado, verguenza de la raza, que solo habla mierda, esperando que lo claven los uribistas! ",unico negro hijueputa imbécil tarado verguenza raza solo habla mierda esperando claven uribistas,True,False,False,False,True,False,False,True,False,False,False
"Horacio el tipico machito imbecil que piensa que la mujer debe ir en la cocina, gas de tipo la verdad dios me libre de un hombre como ese en mi vida. Es que no es bueno para nada, ni esposo, ni padre y muchooo menos arquitecto, como que solo es bueno pa robar ",horacio tipico machito imbecil piensa mujer debe ir cocina gas tipo verdad dios libre hombre vida bueno esposo padre muchooo menos arquitecto solo bueno pa robar,False,False,False,False,False,False,False,False,False,False,False
Me estresan esos hijueputas que viven sufriendo por lo que la gente publica y atención ✨lo sigue✨no es más fácil que dejes de seguir o bloquear pedazo imbecil?,estresan hijueputas viven sufriendo gente publica atención sigueno fácil dejes seguir bloquear pedazo imbecil,False,False,False,False,True,False,False,False,False,True,False
Que risa q de verdad aquí haya gente tan imbécil.,risa q verdad aquí gente tan imbécil,True,False,False,False,False,False,False,False,False,False,False
"Q fastidio las reacciones de Instagram, que es eso de “😂” ??? ríase bien imbecil",q fastidio reacciones instagram ríase bien imbecil,False,False,False,False,False,False,False,False,False,False,False
No sé como existe gente tan recontra imbecil cómo este man jajaj y lo peor es que ya se reprodujo,sé existe gente tan recontra imbecil cómo man jajaj peor reprodujo,False,False,False,False,False,False,False,False,False,False,False
"Jajaja pobre imbecil, déjame adivinar, te caíste de la cuna cuando eras bebe y quedaste estupido de por vida?",jajaja pobre imbecil déjame adivinar caíste cuna bebe quedaste estupido vida,False,False,False,False,False,False,False,False,False,False,False
Ya dejen de darle fama a este imbecil que literal es lo único que quiere lograr con sus comentarios de mierda. Cada tanto tiene que decir estupideces para que lo noten otras personas aparte de los pubertos raritos que consumen su contenido,dejen darle fama imbecil literal único quiere lograr comentarios mierda cada decir estupideces noten personas aparte pubertos raritos consumen contenido,False,False,False,False,False,False,False,True,False,False,False
"Uno pensaría que El Tiempo es un medio de comunicación donde uno puede encontrar noticias importantes como las confesiones de mancuso o vainas asi, no semejante estupides de un imbécil que a nadie le interesa",pensaría tiempo medio comunicación puede encontrar noticias importantes confesiones mancuso vainas asi semejante estupides imbécil nadie interesa,True,False,False,False,False,False,False,False,False,False,False
Usted es un pobre cobarde y un imbécil,usted pobre cobarde imbécil,True,False,False,False,False,False,False,False,False,False,False
"Por supuesto que el Presidente llama la atención y por supuesto que nos hace hablar de él. Es el tipo de cosa que ocurre cuando tu Presidente es un completo imbécil, un redomado idiota.",supuesto presidente llama atención supuesto hace hablar tipo cosa ocurre presidente completo imbécil redomado idiota,True,False,False,False,False,False,False,False,False,False,False
Jajajaja siga soñando calvo imbecil 🙊,jajajaja siga soñando calvo imbecil,False,False,False,False,False,False,False,False,False,False,False
Imbécil.,imbécil,True,False,False,False,False,False,False,False,False,False,False
Ustedes dijeron que la inversión extranjera se iba a ir del país. Los payasos son ustedes pedazo de imbécil.,ustedes dijeron inversión extranjera iba ir país payasos ustedes pedazo imbécil,True,False,False,False,False,False,False,False,False,False,False
"Que bien lo que hizo el otro vehículo.  Y el imbecil ese se enoja, ahh !!!",bien hizo vehículo imbecil enoja ahh,False,False,False,False,False,False,False,True,False,False,False
Que pereza tener que seguir aguantando a semejante imbécil. La madre y padre de esta los debieron haber castrado.,pereza tener seguir aguantando semejante imbécil madre padre debieron haber castrado,True,False,False,False,False,False,False,False,False,False,False
Que imbécil este hptaaaa,imbécil hptaaaa,True,False,False,False,False,False,False,False,False,False,False
"Jajajaja, que está tomando? Ahora sí se terminó de tostar este imbécil",jajajaja tomando ahora terminó tostar imbécil,True,False,False,False,False,False,False,False,False,False,False
Cállate imbécil que nadie te cree una mierda,cállate imbécil nadie cree mierda,True,False,False,False,False,False,False,True,False,False,False
A lo bien que sos el propio imbécil…,bien sos propio imbécil,True,False,False,False,False,False,False,False,False,False,False
"Jajajajaja pobre imbécil, no ha podido comprender que Colombia ya no le come cuento, solo el se cree sus propias mentirás, es hora de que deje de meterse tanta porquería en el coco y piense para donde lleva el país, deje las alucinaciones y ""PIENSE""",jajajajaja pobre imbécil podido comprender colombia come cuento solo cree propias mentirás hora deje meterse tanta porquería coco piense lleva país deje alucinaciones piense,True,False,False,False,False,False,False,False,False,False,False
"Si imbécil, que no alcance para el mercado es pura percepción",si imbécil alcance mercado pura percepción,True,False,False,False,False,False,False,False,False,False,False
"Cuál escándalo imbécil, escándalo lo que viene contando Salvatore Mancuso, la fiscalía, lo de Petro es puro bochinche de la prensa uribista que todavía no pueden aceptar de la derrota",cuál escándalo imbécil escándalo viene contando salvatore mancuso fiscalía petro puro bochinche prensa uribista todavía pueden aceptar derrota,True,False,False,False,False,False,False,False,False,False,False
"Deja de encasillar que no todos serán así,por un imbécil de estos no nos representa como comunidad",deja encasillar asípor imbécil representa comunidad,True,False,False,False,False,False,False,False,False,False,False
"Pues ya que ella es doble moral etc etc, yo no hago parte de esa mayoria y si dire que West es un imbécil de igual manera la gente que defiende las porquerias que dice el machista, misógino, xenófobo, homofóbico, etc etc... Buenas noches.",pues doble moral etc etc hago parte mayoria si dire west imbécil igual manera gente defiende porquerias dice machista misógino xenófobo homofóbico etc etc buenas noches,True,False,False,False,False,False,False,False,False,False,False
"¿Que espera imbécil? El modelo de la impunidad y permisividad de Colombia, pedazo de hp basura. Sobachaquetas de mierda",espera imbécil modelo impunidad permisividad colombia pedazo hp basura sobachaquetas mierda,True,False,False,False,False,False,False,True,False,False,False
A mi me da es como pena lo imbécil que me vuelvo por alguien,da pena imbécil vuelvo alguien,True,False,False,False,False,False,False,False,False,False,False
"Dizque nunca jugó mejor que el rival, lo ven?… es que son hijuputas. La expulsión de cadavid fue en el area del DIm y porque cortó un ataque. Imbecil.",dizque nunca jugó mejor rival ven hijuputas expulsión cadavid area dim cortó ataque imbecil,False,False,False,False,True,False,False,False,False,False,False
"Cual violencia? Karma instantáneo, el que nada debe nada teme… cierto? No creo que el cucho tenga ningún problema en comerse el mismo pollo que le dio al perrito sino está envenenado…. O que quiere, que le tire flores a un imbecil como ese?",violencia karma instantáneo debe teme cierto creo cucho ningún problema comerse mismo pollo dio perrito sino envenenado quiere tire flores imbecil,False,False,False,False,False,False,False,False,False,False,False
Yo si soy la propia imbecil jsjsjsjsjsjsjsjsjs,si propia imbecil jsjsjsjsjsjsjsjsjs,False,False,False,False,False,False,False,False,False,False,False
