texto,insulto,amenaza,rumores_difamatorios,comentarios_humillantes,lenguaje_discriminatorio,acoso_sexual,manipulacion_emocional,lenguaje_vulgar,acoso_general,redes_sociales,suicidio_autolesion
modos único digo si vamos bromear sida violación homosexuales trastornos mentales formas corporales trabajos títulos así,False,False,False,False,True,False,False,False,False,False,False
ouchnolarry cosas debe bromear enfermedades mentales suicidio autolesiones violación burlarse homosexuales peso personas,False,False,False,False,True,False,False,False,True,False,False
ustedes nickas realmente hicieron perra faltarle respeto llamar perra cualquier mujer sepan convertirse hombres mujeres,False,False,False,False,False,True,False,False,False,False,False
conseguido llamarnos perras mujeres hombres pueden ser hombres sigues demostrando razón deja hablar,False,False,False,False,False,True,False,False,False,False,False
iniciando campaña gofundme george pickett cuyos amigos atacados brutalmente tercer día fuerzas justicia social exigían mostrara mierda gay televisión chistes violaciones palabras empiezan n amigos salvaron después valientes atacaran hordas antifa,False,False,False,False,False,False,False,True,True,False,False
ray j amenazó conseguir matones gays violar fabolous tipo recibirá bromas,False,False,False,False,False,False,False,False,False,False,False
perras morirse hambre adelgazar llaman gordas hembras odies pudiste poseer perra siguiente llamada,True,False,False,False,False,True,False,False,False,False,True
rtard,False,False,False,False,False,False,False,False,False,False,False
chicas hacen llamar perra bien créanme déjenme traducir perra kutti perra perra ki maa kutti perra ka baap kutta kuttakuttiperra así funciona biología pd sé palabra perra sido incluida palabras argot si así,False,False,False,False,False,True,False,False,False,False,False
quiero decir considerando chistes gay justin creo importe espera cárcel tos tos violación trasero tos tos tos,False,False,False,False,False,False,False,False,False,False,False
new york post hace broma violación gay portada jared fogle httptwibinlkkaeaanrbl lgbt,False,False,False,False,False,False,False,False,False,False,False
cultura violación tontos vía swoonstudio realmente frustrante intentar explicarle gente chistes violacióngaysdiscapacidad bien,True,False,False,False,False,False,False,False,False,False,False
creo pregunta apropiada cómo enfrentó ello respondió perra puso chillar llorar estilo femenino respecto suelo,False,False,False,False,False,True,False,False,False,False,False
miley cyrus hace broma violación discoteca gay londres video httpklouttyfgir,False,False,False,False,False,False,False,False,False,False,False
eliminación homosexuales humillación corporal bromas violaciones eugenesia eliminar completo personas discapacitadas hablar metáforas mal concebidas hombres lobo completo desastre sé debería saberlo cuándo tomado ligera supervivientes agresiones sexuales masculinas,False,False,False,False,True,False,False,False,False,True,False
pena violación ser gay misma broma,False,False,False,False,False,False,False,False,False,False,False
rt cielsolwazi sexista bien mujeres arbitran partido fútbol,False,False,False,False,False,False,False,False,False,False,False
quién dijo violación solo dijo afuera única palabra visto coqueteo violación veces mujeres coquetean conmigo gay bromeo matarlas mierda tóxica así simple,False,True,False,False,False,False,False,True,False,False,False
cómo juego muestra únicos personajes abiertamente homosexuales depredadores broma violación homofóbico jaja,False,False,False,False,True,False,False,False,False,False,False
mismo ocurre chistes irónicos violaciones homofóbico amigos gays apoya,False,False,False,False,False,False,False,False,False,False,False
gustan chistes homosexuales violaciones racismo embargo hoy voy permitir tres bieber prisión condado miami dade,False,False,False,False,True,False,False,False,False,False,False
,False,False,False,False,False,False,False,False,False,False,False
ah vale llamas alguien perra juego básicamente llamando mujeres,False,False,False,False,False,True,False,False,False,False,False
aquí chistes sausage party jajaja malas palabras verdad jajaja etnias verdad jajaja sexo verdad jajaja gente gay verdad jajaja violación verdad,False,False,False,False,False,False,False,False,False,False,False
itsjacereid superherofeed volverá confiar chistes violaciones gays,False,False,False,False,False,False,False,False,False,False,False
vídeo chistes racistas chistes incesto chistes violación chistes gays chistes retrasados mentales discusiones sexuales repugnantes comentarios cómo atreves decir hitler alemán austriaco cerdo inculto,False,False,False,False,False,False,False,False,False,False,False
broma si gay dijera va coger culo kodak quiera violación mismo aquí,False,False,False,False,False,False,False,True,False,False,False
noticia última hora chistes violación homosexualidad septiembre igualdad nunca divertidos,False,False,False,False,True,False,False,False,False,False,False
gente hace bromas acerca matrimonio homosexual legal legal violación,False,False,False,False,True,False,False,False,False,False,False
tipo piensa falsa disculpa louis ck real continúa defendiendo opinión ignorando deliberadamente hecho ck hizo broma violación primer set descubierto abusador acaso vives realidad,False,False,True,False,False,False,False,False,False,False,False
quiero decir equivocaste portó perra aunque llamaría manera creo todas perras ofendieron dieron título katie,False,False,False,False,False,True,False,False,False,False,False
new york post hace broma violación gay portada jared fogle httpiftttjxfav lgbt,False,False,False,False,False,False,False,False,False,False,False
chistes violaciones chistes reclusos chistes homosexuales aún así graciosos solo puedo imaginar pasaría si títere demócrata disfrazado periodista personaje desmoronaría,False,False,True,False,True,False,False,False,False,False,False
rt twittingsystem mt zombieneith feminismo follar mujeres apúntame,False,False,False,False,False,False,False,False,False,False,False
hablando persona negra quiero ver hombre pudrirse prisión resto vida hablando persona gay violación prisión chistes dominio interracial graciosos,False,False,False,False,False,False,False,False,False,False,False
ah buen trabajo haciendo referencia chiste violación usando insulto homosexuales,False,False,False,False,True,False,False,False,False,False,False
perlas sabiduría vía miley headhitsdesk suspiro rt guardianmusic miley cyrus hace broma violación escenario gay httpgucomppt,False,False,False,False,False,False,False,False,False,False,False
offendeveryoneinwords chistes violación divertidos ser pro vida estúpido ofenderse gay malo porno ustedes cobardes,True,False,False,False,False,True,False,False,True,False,False
hombre gay blanco hizo chiste violación supuesto harías puedes entender vivo stanning lyd havens,False,False,False,False,False,False,False,False,False,False,False
primero haría si thepurge real decir chistes violaciones homosexuales actualmente ilegal debido feminazis políticamente correctas tcot,False,False,False,False,True,False,False,False,False,False,False
sólo esperen llegó final unidos gays odiaban chistes violaciones abusos sexuales hombres caras hg odiaba,False,False,False,False,False,False,False,False,False,False,False
nuevo hecho película explícitamente antifascista elimina implicaciones homofóbicas vincular violación tortura niños hombre gay gusta gustarle persona excusa hacer chistes intolerantes dañan personas,False,False,False,False,False,False,False,False,False,False,False
ando ahí diciendo varones digo hombres niños entonces tan difícil decir mujeres damas niñas veces molesta mujer normalmente usa lugar palabra perra si quieres llamarme perra dilo personas dieron palabra mujer contexto despectivo,False,False,False,False,False,True,False,False,False,False,False
codenamewiax michmcconnell tamedinsanity unidos ocupa puesto mejores países mujeres detrás ruanda ghana tontería nunca verá,False,False,False,False,False,False,False,False,False,False,False
vale pena verlo siquiera trata política trata panorama amplio cómo trata mujeres días especialmente poderosas conscientes tal dijo hombres llaman perras demostrando bien hijas esposas reciban mismo trato,False,False,True,False,True,True,False,False,False,False,False
firelorddani hizo chiste violación cita involucraba personas homosexuales homosexuales solo pónganles bebida así,False,False,False,False,True,False,False,False,False,False,False
shelbylynne mechasauce mujeres derechos legales hombres,False,False,False,False,False,False,False,False,False,False,False
matona trata chicos jajaja shrug puedo evitarlo,False,False,True,False,False,False,False,False,False,False,False
tedyoho idiota respeta mujeres puede soportar mujer acuerdo así llama puta nivel falta inteligencia discurso,True,False,False,False,True,False,False,False,False,False,False
siento quise decir perra corrector automático supongo digo demasiado nunca llamaría así mujer conozco siento,False,False,False,False,False,True,False,False,False,False,False
sólo pequeño punk acosa compañera trabajo llama puta gusta opinión ustedes republicanos siguen diciendo sector privado superior despedirían hacer sector privado vergüenza institución,False,False,False,False,True,False,False,False,False,False,False
infiniteammo escuché voceros pax miembros gustan chistes violación transexualidad homosexualidad alguien dijo extrañan chistes violación,False,False,False,False,True,False,False,False,False,False,False
presidente polaco acaba firmar documento básicamente dice país zona libre ideología lgbtq supuestamente homosexuales quieren adoptar niños violarlos maldito chiste país,False,False,False,False,True,False,False,False,False,False,False
información,False,False,False,False,False,False,False,False,False,False,False
franken hablado violaciones infantiles violar bebés escribió pornorama fantasea máquina practica sexo oral fingió disculpas ganar votos palabras bromea republicanos homosexuales manoseador serial,False,False,False,False,True,True,False,False,False,False,False
miley cyrus hace broma violación cita gay necesita cóctel httpfbmetrjdkzqf,False,False,False,False,False,False,False,False,False,False,False
chistes violaciones gays siempre divertidos,False,False,False,False,False,False,False,False,False,False,False
steampunkkanye mujer completamente obsesionada,False,False,False,False,False,False,False,False,False,False,False
oye jodan addyell dicen alemania irreal jugar niñas años ayuda nosexista,False,False,False,False,False,False,False,False,False,False,False
llamaría reptedyoho maldita perra creo ser mujer deba ser insulto propongo yoho nuevo peyorativo yoho sustantivo idiota polla pequeña especialmente alguien miedo mujeres cerebro,True,False,False,False,True,True,False,True,False,False,False
solo quiero irme casa favor señor rouge k,False,False,False,False,False,False,False,False,False,False,False
violaciones prisión ocurren lejos mayor real peligro prisiones pesar violación divertida sexo gay castigo aterrador hombres blancos heterosexuales puedan utilizar broma,False,False,False,False,False,False,False,False,False,False,False
dejen quejarse si kat andre anotado imbéciles rubios ido igualmente miren puntajes equipos mkr,True,False,False,False,False,False,False,False,False,False,False
entonces ofensivo retratar personajes gays juegos depredadores broma violación,False,False,True,False,False,False,False,False,False,False,False
dqtwitchstream coburn obtuvo primer puesto pensado hawks cometió error tomó gran riesgo timonen buen negocio hextall,False,False,False,False,False,False,False,False,False,False,False
amoursheshe dijo quiere puta loca juega miserable,False,False,False,False,True,False,False,False,False,False,False
menrwizards maniacmcgee sara dónde,False,False,False,False,False,False,False,False,False,False,False
rt asredasmyhair cómo pueden feministas afirmar autonomía corporal basta poder matar hijo nacido,False,True,False,False,False,False,False,False,False,False,False
nicki revivió género llevó años convertirse rapera exitosa tiempos perra pobre llame presionada ahora muévete,False,False,False,False,False,True,False,False,False,False,False
m tumblr feminazi nunca debes ir allí,False,False,False,False,False,False,False,False,False,False,False
lógica ustedes descabellada nadie rió chiste así claramente público disfruta chistes violaciones chistes homosexuales smh jebus,False,False,False,False,True,False,False,False,False,False,False
mkr katie nikki unas atrocidades kat andre irían si puntuado prostitutas manera justa kat dignidad,False,False,False,False,False,False,False,False,False,False,False
si ensayista películas youtube escribiría grabaría crítica medios infantiles últimos meses descartado chistes violaciones homosexuales chistes gordos cada película visto dirigida niños menos,True,False,False,False,True,False,False,False,False,False,False
miley cyrus hace broma violación escenario gay httpdlvritfhg,False,False,False,False,False,False,False,False,False,False,False
gag kissntheclown encantan mujeres juro cada vez alguien acerca chocar auto miro mujer nosexista,False,False,False,False,False,False,False,False,False,False,False
rt nickodemon yesyouresexist cállate si sexista maricón respecto madre chica amor dios,False,False,False,False,True,False,False,False,False,False,False
odio maldita trasero blanco heterosexual oprimido solo sienten oprimidos desaprueban hacer chistes violaciones chistes personas homosexuales ahogánense httpstwittercomthehirstystatus,False,False,False,False,True,False,False,True,False,False,False
rapmm equipo defensa borracho hacía chistes violaciones homosexuales ahora equipo defensa candyxiumn usó palabra n,False,False,False,False,True,False,False,False,False,False,False
oye chiste pasar irónico comediante gay hizo chiste violación grupo consideraron ofensivo httpfbmeuyjyghy,False,False,False,False,False,False,False,False,False,False,False
bromas aparte cómo puedes votar hombre quiere terapia conversión gay obviamente antilgbtq perpetúa cultura violación,False,False,False,False,False,False,False,False,False,False,False
minasmith gusta den lecciones feminismo personas recién aprendieron gracias emma watson beyoncé ddbomont,False,False,False,False,False,False,False,False,False,False,False
triste familias oculten abusadores menores renieguen niño gay comentarios violación broma manutención hijos guerra,False,False,False,False,False,False,False,False,False,False,False
karkatv enojo demasiado gente usa gay término despectivo gente llama personas trans hacen chistes violaciones suicidan,False,False,False,False,False,False,False,False,False,False,False
usar casualmente insulto f usar insulto r hacer chistes discapacidades homosexuales bromear violación etc,False,False,False,False,True,False,False,False,False,False,False
últimas noticias quiere violarte podrías obligarlo además gay chistes,False,False,False,False,False,False,False,False,False,False,False
grampybone dekashoko posible,False,False,False,False,False,False,False,False,False,False,False
si encuentras puedes violarme frase ingeniosa libro chistes gay regala revista cotilleos italiana vaya httpwwwthelocalitoutrageoveritaliangossipmagsfreegayjokebook,False,False,False,False,False,False,False,False,False,False,False
rt kingdani hombres mejores mujeres sexista solo competitivos,False,False,False,False,False,False,False,False,False,False,False
descansa paz acechas perras az búscate vida preocuparme,False,False,False,False,False,True,False,False,False,False,False
puedequenoseasunaliadorealsi amigos sienten cómodos haciendo bromas violaciones linchamientos alrededor llamando cosas gay alrededor,False,False,False,False,False,False,False,False,False,False,False
thingsthatmakemehappy chistes violación personas homosexuales pueden casarse si puede llamar personas,False,False,False,False,True,False,False,False,False,False,False
,False,False,False,False,False,False,False,False,False,False,False
rt ronndeezy hacerlo juro sexista divertido verdadero httptcoyivoaryt,False,False,False,False,False,False,False,False,False,False,False
rt gspotnacht razón llama madrenaturaleza sentimientos mujer pueden cambiar momento previo aviso nosexista real,False,False,False,False,False,False,False,False,False,False,False
rt bigpoppagaines sexista soporto comentaristas deportivas,False,False,False,False,False,False,False,False,False,False,False
httptmblrcozwbrfvwy pequeño comentario decepción buena comunidad violación broma ze gay acuerdo,False,False,False,False,False,False,False,False,False,False,False
acaso lleva ropa puesta httptcojqrusgs,False,False,False,False,False,False,False,False,False,False,False
pasa si hombre gay cuenta chiste homofóbico sexista autodegradante violación problemático bien gay sinceramente mentalidad cerrada problemática censures gente maldito fascista,False,False,False,False,False,False,False,False,False,False,False
rt terror deportes femeninos lt mirando pantalla televisión blanco sexista parece puedo disfrutarlo,False,False,False,False,False,False,False,False,False,False,False
hombres piensan duros dicen cualquier insulto hacen chistes racistas retardados gays hacen cualquier chiste violaciones hombres piensan graciosos,False,False,False,False,False,False,False,False,False,False,False
si comediante hace chiste violación convierte violador persona puede hacer chiste apoyar tema,False,False,False,False,False,False,False,False,False,False,False
hombres homosexuales negros piensan chistes violaciones divertidísimos mierda rara incluso mejor amiga chica puede ser misógina,False,False,False,False,True,False,False,True,False,False,False
kate mujer estúpida mkr,True,False,False,False,False,False,False,False,False,False,False
rt auntynannon puedo entender si chica promoción entradas cabello solo frente enorme mkr,False,False,False,False,False,False,False,False,False,False,False
,False,False,False,False,False,False,False,False,False,False,False
violarán quién crees broma igotanswers negros piensan gay violaré demostrar,False,False,False,False,True,False,False,False,False,False,False
krist usó palabra laos maldecir personas considera discriminación respondió pregunta preguntaba si gay manera grosera gay trasero kristp singto hicieron bromas violaciones caso ustedes puedan leer tailandés,False,False,False,False,False,False,False,False,False,False,False
actúa gay besa hombres diversión hizo chistes violaciones año pasado solo disculpó gente sintió ofendida mierda,False,False,False,False,False,False,False,True,False,False,False
hola kat gloat color bonito usar cariño hace ver malvada cara normal error mkr,False,False,False,False,False,False,False,False,False,False,False
rt wibbys bueno vomitonas taxi días sexista dos veces chicas supongo comen beber alegrías ca,False,False,False,False,False,False,False,False,False,False,False
rt vonnegot jodan mujeres sexista jodan mujeres,False,False,False,False,False,False,False,False,False,False,False
chiste banda sonora producción dólares daddy cant rape us all versión remasterizada wolverine is gay marvel va permitir usar nombre wolverine,False,False,False,False,False,False,False,False,False,False,False
además si alguna vez ofendo alguien dudes atacarme cualquier chiste homosexuales católicos violadores alemanes gordos cualquier,True,False,False,False,True,False,False,False,True,False,False
rt gamercathenri preguntasparahombres sabías violación mala,False,False,False,False,False,False,False,False,False,False,False
rt uzairjaat sexista mujeres hombres diferentes pueden ser iguales digo hombres superiores,False,False,False,False,False,False,False,False,False,False,False
ustedes mujeres llaman negro perra total aún así culo perra,False,False,False,False,True,True,False,True,False,False,False
timbersarmy declaración hechos broma nunca broma nadie hombre mujer gay heterosexual derecho violar,False,False,False,False,False,False,False,False,False,False,False
jaja chiste violación chiste prostitutas asesinas dos viejos homosexuales daily mail va odiar aunque gracioso vicioso,False,False,False,False,True,False,False,False,False,False,False
razón amigas mujeres perras sentarán cara enviarán mensajes texto colega colega follando perras sentarán caras mujeres dejarán hablen mal perras intentarán hacer posible ser llamarán competencia perra,False,False,False,False,False,True,False,False,False,False,False
supongo ahora llamar perras mujeres gusta palabra mujer,False,False,False,False,False,True,False,False,False,False,False
rt willtar tanygriff velouk mujeres juegan mejor hombres mejor tenis sexista mayoría deportes mujeres,False,False,False,False,False,False,False,False,False,False,False
chiste trump putin gays proviene masculinidad tóxica colorea percepción sexualidad masculina gay heterosexual mismas raíces acoso callejero violación creencia poder fuerza dan dominio sexual demás,False,False,False,False,False,True,False,False,False,False,False
rt trizzzy travieee si preguntas deberían volver cocina jajaja,False,False,False,False,False,False,False,False,False,False,False
aleatorio odio siempre llaman perras mujeres cállate perra,False,False,False,False,False,True,False,False,False,False,False
creo modestia nikki katie hizo tan atractivas mkr,False,False,False,False,False,False,False,False,False,False,False
,False,False,False,False,False,False,False,False,False,False,False
alguien consiga camisa fuerza kat perra necesita pasar tiempo habitación acolchada mkr,False,False,False,False,False,True,False,False,False,False,False
chistes violación chistes costa hombres homosexuales borrado identidad bisexual,False,False,False,False,True,False,False,False,False,False,False
rt mwilbur juro sexista tenis femenino deporte aburrido ver,False,False,False,False,False,False,False,False,False,False,False
usan palabra gay insulto hacen demasiados chistes violaciones esperaba hermana gustaran,False,False,False,False,False,False,False,False,False,False,False
markuslenz notchrissmith cuándo buena confundo diez mujeres salario bajo cierto oferta vs demanda,False,False,False,False,False,False,False,False,False,False,False
checkitcool criticalkaiju das cuenta questionsformen existía ford comenzara publicar basura sarcástica verdad httptcoeaktgodfy,False,False,False,False,False,False,False,False,False,False,False
si cass llama perra mujer vez bachelorinparadiseau,False,False,False,False,False,True,False,False,False,False,False
quién serio,False,False,False,False,False,False,False,False,False,False,False
chistes violaciones divertidos chistes gays divertidos chistes racistas divertidos así busquen mejor hacer,False,False,False,False,False,False,False,False,False,False,False
mismos pedazos mierda hacen chistes violación humillación corporal pedofilia sexo gays lesbianas cállate,False,False,False,False,False,False,False,True,False,False,False
fin semana chiste violación anal violenta homosexuales trae,False,False,False,False,True,False,False,False,False,False,False
cuéntame heartlle creo chicas deban dejar afeitarse noviembre,False,False,False,False,False,False,False,False,False,False,False
hombres verdad llaman mujeres perras siento esposa cualquier mujer vida,False,False,False,False,False,True,False,False,False,False,False
adam chico cuyo nombre recuerdo constantemente hacían chistes homosexuales adam perseguía si violarme,False,False,False,False,True,False,False,False,False,False,False
jodidamente cierto mirando skies of arcadia mal chiste violación estereotipo villano gay vigoro trama llena clichés,False,False,False,False,False,False,False,False,False,False,False
bahbahsham odian gay odian creen mentí violaron así violación horrible bromear,False,False,False,False,False,False,False,False,False,False,False
seleccionaron relevista cuarta selección general lugar receptor ambidiestro poder muerte unidos piratas httptcoucmkptqwr,False,False,True,False,False,False,False,False,False,False,False
eh charltaylorpage womenagainstfeminism intolerantes odian hombres importa compartir igualdad ustedes hipócritas información,False,False,False,False,False,False,False,False,False,False,False
llamé perra aoc esposa hijas simplemente confronto agresivamente colegas mujeres quiero ofender delicadas orejas dama,False,False,False,False,False,True,False,False,True,False,False
guau leí trump violó niña años sino niño años hará público quiere familia sepa gay repudiarán broma investiguen realmente sucedió triste justiciaparaniñospequeños racistaenjefe,False,False,False,False,False,False,False,False,False,False,False
kevin heart hizo chiste gay chupar ala pollo criticado mientras tyler creador dijo violaría perra embarazada tyler siendo tyler,False,False,False,False,False,True,False,True,False,False,False
,False,False,False,False,False,False,False,False,False,False,False
gustó video youtube uhohbrochannel httptcoskpfh feminazi fail,False,False,False,False,False,False,False,False,False,False,False
chistes homosexuales señales reveladoras hombre sexualmente frustrado encerrado armario alguien parece debería acusar violación asesinato pareces desviando arraigada historia américas hacia demás triste hipocresía,False,False,False,False,True,False,False,False,False,False,False
quieres saber enseñó escuela católica enseñó odiarme ser gay sentir vergüenza tener ascendencia mexicana reírme chistes violaciones demonizar mujeres abortan,False,False,False,False,False,False,False,False,False,False,False
,False,False,False,False,False,False,False,False,False,False,False
dicho,False,False,False,False,False,False,False,False,False,False,False
lithobolos foxxilove amo escoria feminista además amo mujeres feministas mujeres reales,False,False,False,False,False,False,False,False,False,False,False
sólo mujer miedo decir piensa feminismo cómo chistes violación homosexualidad racismo ofensivos divertidos,False,False,False,False,True,False,False,False,False,False,False
cosas chistes vida cosas chistes violación racismo gay insulto enfermedad mental suicidio httpstwittercomfinngrzerstatus,False,False,False,False,False,False,False,False,False,False,False
mileycyrus miley cyrus sorprende broma insensible violación cita comentarios gay ver video httpiftttssjix,False,False,False,False,False,False,False,False,False,False,False
rt rampaigera stevenbirtreal mt entonces supongo feminismo solo espectáculo secundario igual lucha libre wwe general ironía lugar,False,False,False,False,False,False,False,True,False,False,False
wstark realmente ofensivo gustan chistes homosexuales violaciones,False,False,False,False,True,False,False,False,False,False,False
apuesto personas quejaban cisheterosexuales xd amigo gays bromeamos pasivos activos tiempo si chica reforzando estereotipos hirientes condonando violación pedofilia así cállate boca además favor favor deja gays decidan,False,False,False,False,False,False,False,False,False,False,False
menús parecen hechos niña años caso supongo edad mental niña años mkr,False,False,False,False,False,False,False,False,False,False,False
favor intentes meterte hombre realmente odiaría matarlas perras,False,True,False,False,False,True,False,False,False,False,False
feminismoeshorrible feminazi feministas obsesionadas penes violaciones envidia pene toda extensión,False,False,False,False,False,False,False,False,False,False,False
chiste funda pene describía sexo gay consentido favor confundan sexo consentido violación amor dios,False,False,False,False,False,False,False,False,False,False,False
rt danhickey mkr rubias asesinas modelo favor tienda segunda mano local organizó desfile moda deberíamos poder verla,False,False,False,False,False,False,False,False,False,False,False
trabajo tan desagradable hace kat quedo chicas promoción cualquier día mkr,False,False,False,True,False,False,False,False,False,False,False
harry dijo dion gay broma tsusan despotricando malo harry dijo podría violar chicos tsusan molesta,False,False,False,False,False,False,False,False,False,False,False
vete mierda siempre imbécil reddogroberts ltotheewis mujeres pueden aparcar nosexista hecho,True,False,False,False,False,False,False,True,False,False,False
rape cw gente bromea cierre swapnote línea jaja quién enviando fotos desnudos ds saben caso particular chica manipulada luego violada motel hombre conoció intercambiando códigos amistad línea,False,False,False,False,False,True,False,False,False,False,False
olvídense bromas collingwood patrocinado gobierno encarcela víctimas violación homosexuales delitoreal auspol,False,False,False,False,True,False,False,False,False,False,False
rt morganastra dado cuenta todas cada mujeres trans unas putas cabronas encantan mujeres trans,False,False,False,False,True,False,False,False,False,False,False
chicas perras grandes notas mkr deberían caer horno cocinar mejor callarse boca,False,False,False,False,False,True,False,False,False,False,False
katandandre gaaaaah solo quiero devolverle bofetada wa mkr,False,False,False,False,False,False,False,False,False,False,False
mileycyrus miley cyrus causa controversia broma violación concierto club gay londres httpiftttnguyxi,False,False,False,False,False,False,False,False,False,False,False
hombres violan hombres dura verdad hombres agreden sexualmente hombres incluso si solo broma sigue siendo agresión sexual secundaria chicos solían agarrarme culo baño simplemente decían oh gay gusta mierda mierda,False,False,False,False,False,False,False,True,False,False,False
rt dillonchaissonn aquí chica útil alguienseaclarado nosexista,False,False,False,False,False,False,False,False,False,False,False
si haces chistes violación usas gay insulto deja seguirme cosas pueda tolerar,False,False,False,False,False,False,False,False,False,False,False
ratman traininvainn acuerdo puedo detectarlos anticipación razón gaga,False,False,False,False,False,False,False,False,False,False,False
podía permitir chicas malas intimidaran daría paliza perras,False,False,False,False,False,True,False,False,True,False,False
karma perra verdad kat mkr mkr,False,False,False,False,False,True,False,False,False,False,False
neuronas activadas ahí therealtempus sexista racista intolerante diferencia,False,False,False,False,False,False,False,False,False,False,False
trykezhighflyer cierto problema gay deberíamos respetar gays chiste mala calidad violación asunto serio,False,False,False,False,False,False,False,False,False,False,False
rt neoaaragorn feminazi feminista encuentra agenda masculina oculta,False,False,False,False,False,False,False,False,False,False,False
millones personas matan decapitan prisioneros arrojan homosexuales tejados arrojan ácido caras mujeres violan niños edad escolar culpa imperialismo jaja broma,False,False,False,False,True,False,False,False,False,False,False
políticos oportunistas vamos ningún entorno profesional podría llamar mujer perra bien deberíamos exigir mejor discord además parece yahoo comportó perra acuerdo aoc muchas cosas alegro allí,False,False,False,False,False,True,False,False,False,False,False
shuncampuswomen pregunta cómo defines feminista refieres término feminazi personas luchan igualdad,False,False,False,False,False,False,False,False,False,False,False
,False,False,False,False,False,False,False,False,False,False,False
rt renirinse normalmente veo películas protagonizadas mujeres trata scarlett johansson solo hacerlo jajaja nosexista,False,False,True,False,False,False,False,False,False,False,False
rt soulxciety sexista mujeres enfadan mujeres razones estúpidas mujeres dicen constantemente personas odian,True,False,False,False,False,False,False,False,False,False,False
mileycyrus miley cyrus causa controversia broma violación concierto club gay londres httpiftttljfbfjokeatgayclubgiginlondonampcanoysojndckacbpgeibenxgziimkkoampmktenus,False,False,False,False,False,False,False,False,False,False,False
meatgrindr feminazi cocacola hipocresía,False,False,False,False,False,False,False,False,False,False,False
rt chsommers cómo npr contribuyó crear pánico actual cultura violación fantasma campus jonathanchait sullydish davidfrum httpt,False,False,False,False,False,False,False,False,False,False,False
llamo bobos personas ríen chistes violaciones aquellos quieren víctima años encarcelada aquellas personas piensan dios estúpido aquellos dicen ser gay enfermedad aquellos defienden china lugar derechos wps duh,True,False,False,False,False,False,False,False,False,False,False
australia siempre síndrome amapola alta cuándo sabotaje comportamiento malintencionado llevan aparecer televisión nacional mkr mkr,False,False,False,False,False,False,False,False,False,False,False
hombres homosexuales cuentan chistes violaciones facilidad mayor indicador omnipresencia misoginia,False,False,False,False,True,False,False,False,False,False,False
genanoncoward sabía respuesta tan pronto vi anuncio,False,False,False,False,False,False,False,False,False,False,False
hombres trans hieren ego hombres cis violan intento demostrar punto existe burlan ahora gay,False,False,False,False,False,False,False,False,True,False,False
siquiera puedo llamarme sexista realidad prefiero hombres cargo ambiente relajado divertido mujeres serias,False,False,False,False,False,False,False,False,False,False,False
rt ryand llámame sexista odio escuchar raperas cambiaré canción dudarlo,False,False,False,False,False,False,False,False,False,False,False
chistes violaciones cualquier tipo repugnantes gay escucharlos constantemente frases ingeniosas significa condene jamesgunn espero nueva voz responsable tome riendas guardianesdelagalaxia mentoo,False,False,False,False,False,False,False,False,False,False,False
ryxter sexista mujeres odian hombres miren pechos usan blusas talla pequeñas realidad molesta,False,False,False,False,False,False,False,False,False,False,False
newideamagazine bromeaban decían deconstruidos mkr visto cosas mejores revistas femeninas ah cierto siento mkr,False,False,False,False,False,False,False,False,False,False,False
demostramos solo caras bonitas oh nikki demostraste apareciste primera vez televisión mkr,False,False,False,False,False,False,False,False,False,False,False
persona desconsiderada,False,False,False,False,False,False,False,False,False,False,False
tonygoze amyjoryan necesitotwitter bloqueó,False,False,False,False,False,False,False,False,False,False,False
anniekfox puedes decirlo,False,False,False,False,False,False,False,False,False,False,False
cansado chistes gordos indiferentes chistes violaciones chistes gays etc divertido mivida,True,False,False,False,False,False,False,False,False,False,False
incluso escuchas mismo tweakerbell sexista creo mujeres hombres desempeñan roles diferentes sociedad limitados,False,False,False,False,False,False,False,False,False,False,False
alejado disculpa negaste haberlo dicho hecho descaro llamar pasión ignorancia odio hacia mujer quién maldita perra ahora,False,False,False,False,False,True,False,True,False,False,False
opinión impopular falta respeto llamar perra mujer,False,False,False,False,False,True,False,False,False,False,False
lunes entró café dijeron muchas veces hiciera ponía peligro seguridad solo llamar trabajadora inocente perra estúpida mientras grababa personal trabajando,True,False,False,False,False,True,False,False,False,False,False
rj puede ser divertido chistes violaciones homosexuales pedos shahidkapoor ileanadcruz protagonista cruz ppnh merece b ver theatrenearyou,False,False,False,False,True,False,False,False,False,False,False
superwhodat hablar violación claro bromear violación bromear gente negra bromear gente gay,False,False,False,False,False,False,False,False,False,False,False
compré accidente unas gafas sol polarizadas ahora paran hablar matrimonio homosexual defender chistes violaciones,False,False,False,False,True,False,False,False,False,False,False
rt masterbatker concentrarse segunda mitad tiempo sabias palabras comentarista,False,False,False,False,False,False,False,False,False,False,False
rt yoarob ustedes chicas deberían ser monjas halloween sido putas año,False,False,False,False,True,False,False,False,False,False,False
sxflint cierto todas mujeres mayores años deberían jugar fútbol conmociones cerebrales repetidas pueden hacernos tan estúpidas,True,False,False,False,False,False,False,False,False,False,False
,False,False,False,False,False,False,False,False,False,False,False
dicen quieren buenos personajes femeninos luego burlan atreverse ser perfectas culpan incluso culpa llaman perras zorras putas expresar emociones humanas quejan pechos demasiado pequeños,False,False,True,False,True,True,False,False,True,False,False
