texto,insulto,amenaza,rumores_difamatorios,comentarios_humillantes,lenguaje_discriminatorio,acoso_sexual,manipulacion_emocional,lenguaje_vulgar,acoso_general,redes_sociales,suicidio_autolesion
niccas calientes si pagaron dólares payperview,False,False,False,False,False,False,False,False,False,False,False
ahora yihadistas jactan bombardeo masivo ciudad sadr bagdad irak ataque,False,False,False,False,False,False,False,False,False,False,False
ahora negros guapos perras guapa términos usarán exceso abusará,False,False,False,False,True,True,False,False,False,False,False
supuesto algún sinvergüenza tea party radio culpando grangobierno bomberos arizona muertos ay dios tcot p teaparty,False,False,False,False,False,False,False,False,False,False,False
recuerda sé siempre persona naciste ser ser homosexual sacar mensaje díamundialdesalirdelcompartir,False,False,False,False,True,False,False,False,False,False,False
gino marley perra acaba volar japón,False,False,False,False,False,True,False,False,False,False,False
alguien clase literalmente sentado frente autobús así siquiera puedo llamar papá perra,False,False,False,False,False,True,False,False,False,False,False
judío deuterostomes marcó tuit favorito jaja tiempo basura,False,False,False,False,False,False,False,False,False,False,False
negros cobardes patas camello,False,False,False,False,True,False,False,False,False,False,False
putas tan buenas parecen necesito seguir propio consejo si vagina buena entonces bien,False,False,False,False,True,False,False,False,False,False,False
viceversa rt kimchanel putas,False,False,False,False,True,False,False,False,False,False,False
chico perra,False,False,False,False,False,True,False,False,False,False,False
digo doh doh doh doh perra kdot,False,False,False,False,False,True,False,False,False,False,False
perras dicen mundo nadie conoce juntas nadie odia,False,False,False,False,False,True,False,False,False,False,False
dónde crees van artículos venden tiendas segunda mano basura piensa juegos fantásticos basureros momento,False,False,False,False,False,False,False,True,False,False,False
perra incluso dices amas perra rezo estrelles caroline zanja,False,False,False,False,False,True,False,False,False,False,False
perra adoptada importa carajo tipo enfermedad mental dicen voy matar,False,True,False,False,False,True,False,True,False,False,False
sabes opuesto perra deprimida ascendentes httptcoqkfywnfzqu,False,False,False,False,False,True,False,False,False,False,False
perra rt fuckingpatbro thotcho pequeño gusano mierda sabes,False,False,False,False,False,True,False,True,False,False,False
ángel deja criticar perra fea,True,False,False,False,False,True,False,False,False,False,False
mike oz anglosajón,False,False,False,False,False,False,False,False,False,False,False
tobillos sainafaal martianmulah perras capucha tejido largo peor existe tejido toca tobillos cenicientos,False,False,False,False,False,True,False,False,False,False,False
annie puta loca,False,False,False,False,True,False,False,False,False,False,False
lesbiana,False,False,False,False,False,False,False,False,False,False,False
molesta gritón chica lado quedó afuera,False,False,False,False,False,False,False,False,False,False,False
mala perra folla hora cigarrillo nuez ducha,False,False,False,False,False,True,False,False,False,False,False
momento culminante húngaro llamó tramposo mierda maricón tramposo hacerlo bien,False,False,False,False,True,False,False,True,False,False,False
larga mañana smh gracias dios nicca aquí verlo aunque verdadera mierda,False,False,False,False,False,False,False,True,False,False,False
gran avance círculos yihadistas maqdisi teórico yihadista acérrimo pide específicamente liberación trabajadores humanitarios socorro,False,False,False,False,False,False,False,True,False,False,False
puta negra problema negro joseguapo éxito,False,False,False,False,True,False,False,False,False,False,False
temporada retuitear tweets yanquis nikaaaa,False,False,False,False,False,False,False,False,False,False,False
mujer va hacer seguir chica zorras hacer contigo,False,False,True,False,False,True,False,False,False,False,False
cualquier perra aparezca viernes luciendo perra ring daré puñetazo cara,False,False,False,False,False,True,False,False,False,False,False
cualquier negro chica guapa gente quiera atención ustedes crecer mierda putas,False,False,False,False,True,False,False,True,False,False,False
cualquier hombre considerando cirugía plástica gay gay gay imagina chico decir conseguiré putas después hacerme nuevos labios,False,False,False,False,True,False,False,False,False,False,False
cualquiera consiga maricón cruelladetrill cómo favor explique lógica twitter confundido imyungjay yutwatching,False,False,False,False,True,False,False,False,False,False,False
cualquier persona ponga riesgo asuntos persona cualquier motivo perra,False,False,False,False,False,True,False,False,False,False,False
alguna perra embarazada centreville deba saber punto mudarme allí sé voy centreville httptcohqqzfwjh,False,False,False,False,False,True,False,False,False,False,False
cualquier coño puedo recuperar,False,False,False,False,False,False,False,False,False,False,False
cualquier solución zog cuenta demografía sino solo leyes solución northwestimperative httptcovhysapcn,False,False,False,False,False,False,False,False,False,False,False
dondequiera dinero van vaginas,False,False,False,False,False,False,False,False,False,False,False
alguien quiere pan mono absolutamente increíble deliciosamente fresco perfecto,False,False,False,False,False,False,False,False,False,False,False
alguien quiere compartir opiniones borrador prueba broma cierren maldita boca tontos,True,False,False,False,False,False,False,True,False,False,False
cualquiera llegó eeuu sirviente contratado basura blanca,False,False,True,False,False,False,False,False,False,False,False
cada vez alguien dice quieres escuchar gracioso mierda basura,False,False,False,False,False,False,False,True,False,False,False
balas mm apaches convierten yihadistas sopa tomate markrothschild rockprincess nofear lanna,True,False,False,False,False,False,False,False,False,False,False
disculpándome antemano acciones perra grande estudiando,False,False,False,False,False,True,False,False,False,False,False
apolonia gardner imperial california escribe mal phalarope pájaro parece andarríos temido schwa concurso ortografía,False,False,False,False,False,False,False,False,False,False,False
parecer puse gordita cumpleaños peor regalo cumpleaños jaja horadedieta,False,False,False,False,False,False,False,False,False,False,False
parecer honkie pfft si malo,False,False,False,False,False,False,False,False,False,False,False
aparentemente querer intercambiar nitro m csgo convierte maricón colosal,False,False,False,False,True,False,False,False,False,False,False
parecer decirle agradable alguien hoy día significa tratando clavarle atizador basta perras,False,False,True,False,False,True,False,False,False,False,False
apple necesita agregar emojis colores,False,False,False,False,False,False,False,False,False,False,False
puré manzana perra,False,False,False,False,False,True,False,False,False,False,False
apropiadamente tipo lleva logo amarillo wv rick james cara barkingcarnival httptcosgbryvdmb,False,False,False,False,False,False,False,False,False,False,False
mascota conejillo indias punto morir puta mierda,False,False,False,False,True,False,False,True,False,False,True
pobre conejillo indias murió,False,False,False,False,False,False,False,False,False,False,False
diciendo ustedes negros quieren donald trump presidente negro entiende verdaderas luchas estadounidenses,False,False,False,False,True,False,False,False,False,False,False
soltero coño relación,False,False,False,False,False,False,False,False,False,False,False
cansado drafts simulados hagamos si clowney primera elección quién cree primera ronda convierte caos showofhands,False,False,False,False,False,False,False,False,False,False,False
supone pequeños saltadores fronteras deberían escuela,False,False,False,False,False,False,False,False,False,False,False
discutir reconciliarse separarse volver juntos estúpido entender,True,False,False,False,False,False,False,False,False,False,False
discutiendo perra culo pegado,False,False,False,False,False,True,False,True,False,False,False
arod gustan perras feas gusta follar,True,False,False,False,False,True,False,False,False,False,False
arroz pollo,False,False,False,False,False,False,False,False,False,False,False
arturo sigue llamándome gueto,False,False,False,False,False,False,False,False,False,False,False
chanice dice doy cuenta negros pasan beber moet beber belaire sienten tan elegantes champán eh,False,False,False,False,True,False,False,False,False,False,False
tuiteé cualquier hombre dijera cocina temporada podría decirle madre papá probablemente ido perra,False,False,False,False,False,True,False,False,False,False,False
novia nunca acerco amigos pueden decirme cosa decirles zorras,False,False,True,False,False,True,False,False,False,False,False
novia debes aceptar hecho putas van poner cara novio mejor haga saber putas pasa,False,False,False,False,True,False,False,False,False,False,False
hombre siento si idiota si vives mujer deja compre todas cosas joder nunca dependas nadie,True,False,False,False,False,False,False,False,False,False,False
siempre eli mirada estúpida pueblerina cara fanáticos gigantes mátense va ser httptcojcyzzmkcfu,True,False,False,False,False,False,False,False,False,False,False
tan bueno percy harvin peyton mismo equipo estúpido jajaja,True,False,False,False,False,False,False,False,False,False,False
si traerme bacc perra loca,False,False,False,False,False,True,False,False,False,False,False
mientras alimentes coño ganas comer,False,False,False,False,False,False,False,False,False,False,False
partir hoy voy dejar lado hijos putaa perrasa negros nunca muestran amor solo personas temporales necesitan,False,False,False,False,True,True,False,False,False,False,False
tan pronto demócrata oportunidad pirata político foxnews va comerciales luego regresa bolton lmao teabaggers benghazi,False,False,True,False,False,False,False,False,False,False,False
tan pronto perra piensa dulce dale pidiendo,False,False,False,False,False,True,False,False,False,False,False
tan pronto perras comienzan ascender perra puede esperar decirle gente problemas comience ascenso haters,False,False,False,False,False,True,False,False,False,False,False
tan pronto salimos irak tontos piensan pueden irrumpir apoderarse costó construir cabrea,True,False,False,False,False,False,False,False,False,False,False
asha vocecita cabeza decía follara zorras kendra,False,False,True,False,False,True,False,False,False,False,False
asha perra doe,False,False,False,False,False,True,False,False,False,False,False
pregúntale perra si preferiría jesús plata oro apuesto dice mentira,False,False,False,False,False,True,False,False,False,False,False
pregunta calle perras jay,False,False,False,False,False,True,False,False,False,False,False
pregúntale gobernador cómo supone vamos pagar típica mentalidad teabagger gobierno malo necesitamos jajaja morningjoe,False,False,False,False,False,False,False,False,False,False,False
pregúntale perra cuándo va dejar joven negro explote culo,False,False,False,False,True,True,False,True,False,False,False
pregúntale perra convierte dori,False,False,False,False,False,True,False,False,False,False,False
mido m buena suerte nh nh rt unnagroundking mido m peso kg mejor ustedes reproduzca conmigo puedo darles atleta,False,False,False,False,False,False,False,False,False,False,False
dunkin donuts cada vez alguien entraba gritaba ratchet hoe entonces hermano expulsados,False,False,False,False,False,False,False,False,False,False,False
momento tomar decisión difícil vida suela translúcida negra hielo suela negra sólida kd vi airbag negro naranja,False,False,False,False,True,False,False,False,False,False,False
todas galletas ritz sé hacer conmigo,False,False,False,False,False,False,False,False,False,False,False
menos perra fiel,False,False,False,False,False,True,False,False,False,False,False
pussy cat lounge paso genial amigas blaqdior hpmiss,False,False,False,False,False,False,False,False,False,False,False
marcha mlk tratando encontrar hombre perra vemos,False,False,True,False,False,True,False,False,False,False,False
lavandería mexicana lleno denna hoe,False,False,False,False,False,False,False,False,False,False,False
bar downey tío negro desvaneció espero meta pelea jajaja,False,False,False,False,True,False,False,False,False,False,False
médico sam tan cobarde ponerle hisopo algodón nariz casi pone llorar samromero,False,False,False,False,False,False,False,False,False,False,False
final día mayores todavía encanta jovencita fresca oeste caso cerrado,False,False,False,False,False,False,False,False,False,False,False
ritmo apoyaría terribles yankees nueva york cardenales san luis,False,False,False,False,False,False,False,False,False,False,False
trabajo desearía flotando piscina estilo campestre pies oferta walmart esposo probablemente limpiado fin semana pasado,False,False,False,False,False,False,False,False,False,False,False
comieron receptores rápido cobertura pase basura,False,False,False,False,False,False,False,False,False,False,False
atención jordanwright acaba golpearme rodillas bote motor alguien traiga agua zorra sed,False,False,True,False,False,True,False,False,False,False,False
auburnnn azada,False,False,False,False,False,False,False,False,False,False,False
audio feliz día san valentín perras ahora toquen mientras sexo httptcoxotlh,False,False,False,False,False,True,False,False,False,False,False
agosto alsina gueto,False,False,False,False,False,False,False,False,False,False,False
austin negro gracioso,False,False,False,False,True,False,False,False,False,False,False
corrector automático hace cómo va vida cambie cómo va vida demonios,False,False,False,False,False,False,False,False,False,False,False
promedio básico básico basura,False,False,False,False,False,False,False,False,False,False,False
oh hombre perra pone dura pónmela digo oh señor bragas nena sujetador,False,False,False,False,False,True,False,False,False,False,False
vaya corté paso hice enojar lástima debería haber ido límite velocidad maldita,False,False,False,False,False,False,False,True,False,False,False
awk gusta propio sobrino primos raza jajaja perras feas dinero jodan necesitamos,True,False,False,False,False,True,False,False,False,False,False
awwwwww rt tyga puta,False,False,False,False,True,False,False,False,False,False,False
awwww kaep violan ninguna perra,False,False,False,False,False,True,False,False,False,False,False
ay hace calor infernal voy ir comprarle helado perra jaja,False,False,False,False,False,True,False,False,False,False,False
ay jodan salchichas recuerda comer beber recuerda beber agua mientras bebes ir comer mierda maricón,False,False,False,False,True,False,False,True,False,False,False
cuáles buenos bares clubes visitar denver deberías ir allí sábado noche divertirte,False,False,False,False,False,False,False,False,False,False,False
escucharon cinta rich gang perra flame,False,False,False,False,False,True,False,False,False,False,False
ay nicca cansada,False,False,False,False,False,False,False,False,False,False,False
negros aquí pueden follar mala perra menos emborrachen predica,False,False,False,False,True,True,False,False,False,False,False
nigha yeayoureadindis voy dejar perra joda equipo twinzncontrol donjuuuan httptcoqlomazpha,False,False,False,False,False,True,False,False,False,False,False
parte tratar perras demasiado bien,False,False,True,False,False,True,False,False,False,False,False
debemos mantener cabeza alto quién importa si perdemos intentamos mejor pudimos sur grupo cobardes hablan basura,False,False,False,False,False,False,False,False,False,False,False
mcdonalds limonada fresa congelada buenísima perra tan mojada,False,False,False,False,False,True,False,False,False,False,False
ayee azada,False,False,False,False,False,False,False,False,False,False,False
hola acabo sufrir pequeño ataque cardíaco mientras conducía norte filadelfia petardos llevan bien httptcoovelftm,False,False,False,False,False,False,False,False,False,False,False
hola muchacho idiota teléfono nuevo dame jack ahora jay,True,False,False,False,False,False,False,False,False,False,False
ay carajo nadie informado nicks migosatl mejortardequenunca,False,False,False,False,False,False,False,True,False,False,False
ayo theofficialeg desbloqueame pueda decirte basura jugar maldito culo,False,False,False,False,False,False,False,True,False,False,False
ayy carlton ahora escuela gueto switchedatbirth,False,False,False,False,False,False,False,False,False,False,False
ayy raylakee negro whochrisjones día encima coño deja cabrón respire,False,False,False,False,True,False,False,True,False,False,False
ayyyyy noche voy tomarme granizado gratis ver the front bottoms almeja feliz,False,False,False,False,False,False,False,False,False,False,False
básicamente gop romney reaccionarios derecha traficantes esclavos partidarios tea party libertarios odian sistema educativo maestros,False,False,False,False,False,False,False,False,False,False,False
bc todas ustedes putas,False,False,False,False,True,False,False,False,False,False,False
bf creo necesitamos seguro mascotas gf jajaja bf destrozo coño días,False,False,False,False,False,False,False,False,False,False,False
perra rt jlab deja pensar derecho respuestas políticamente correctas perra,False,False,False,False,False,True,False,False,False,False,False
respira rt thaelleword vas matar si exhalas rt brokehomielyn matando zorras httptcoqzcdraa,False,True,True,False,False,True,False,False,False,False,False
hermanos hermanas allí hermanos ninguna hermanita,False,False,False,False,False,False,False,False,False,False,False
bruh lmaoo nobeeetch putas desagradables seguí comiéndolas roblockk diablos pasó httptcogwsmqdr,False,False,False,True,True,False,False,False,False,False,False
bruh rt coldhearted zorras feas dicen negro arrogante,True,False,True,False,True,True,False,False,False,False,False
cariño puedo hacer coño llueva menudo,False,False,False,False,False,False,False,False,False,False,False
cariño puedo hacer coño llueva menudo,False,False,False,False,False,False,False,False,False,False,False
bebé puedo hacer coño llueva menudo,False,False,False,False,False,False,False,False,False,False,False
cariño susurraré vietnamita suavemente así ching chong ting long,False,False,False,False,False,False,False,False,False,False,False
niña coño ve tan vacío,False,False,False,False,False,False,False,False,False,False,False
bebé gimiendo zona quiero perra lado coño éxtasis,False,False,False,False,False,True,False,False,False,False,False
coño niña puede ser único negocio menos tan mala naomi russell quiero decir mucha gente dinero así básicamente russell única russell,False,False,False,False,False,False,False,False,False,False,False
papá bebé necesita dinero fianza dice va hacer hablará montón tonterías jura perra cumplirá promesa,False,False,False,False,False,True,False,False,False,False,False
escuela secundaria ntgonline darles lata perras intentaban robarnos ropa ajustada,False,False,False,False,False,True,False,False,False,False,False
regreso unidos convertido vez perra básica,False,False,False,False,False,True,False,False,False,False,False
nuevo perra,False,False,False,False,False,True,False,False,False,False,False
puerta trasera abierta putas dejarán follarlas culo normalmente cobra cargo adicional tarifa acordada,False,False,False,False,True,False,False,True,False,False,False
mala perra asiática parece kemora,False,False,False,False,False,True,False,False,False,False,False
mala perra disputa primer lugar httptcoccpzmzeqr,False,False,False,False,True,True,False,False,False,False,False
perra mala da buena mamada perra tonta hace rica,True,False,False,False,False,True,False,False,False,False,False
mala perra buena cabeza creo guardiana,False,False,False,False,False,True,False,False,False,False,False
mala perra httptcoxspkccaypi,False,False,False,False,False,True,False,False,False,False,False
mala perra linea tratando darme cerebro,False,False,True,False,False,True,False,False,False,False,False
mala perra coño aquafina llamarla crystalina,False,False,False,False,False,True,False,False,False,False,False
mala perra vende molly podría tomar,False,False,False,False,False,True,False,False,False,False,False
mala perra conmigo sabes culo gordo,True,False,False,False,False,True,False,True,False,False,False
mala perra pecho afuera extrañar señorita righteous sigue siendo excluida,False,False,False,False,False,True,False,False,False,False,False
perras malas baratas,False,False,True,False,False,True,False,False,False,False,False
perras malas baratas mejor dejes pasar si roto,False,False,True,False,False,True,False,False,False,False,False
malas perras buena hierba,False,False,False,False,False,True,False,False,False,False,False
malas perras buena hierba,False,False,False,False,False,True,False,False,False,False,False
perras malas todas vida además coño podrías ofrecerme,False,False,False,False,False,True,False,False,False,False,False
malas perras lados,False,False,False,False,False,True,False,False,False,False,False
malas perras oakland podría ser modelo,False,False,False,False,False,True,False,False,False,False,False
perras malas odian negros arruinados,False,False,False,False,True,True,False,False,False,False,False
perras malas casas sucias ltltlt,False,False,False,False,False,True,False,False,False,False,False
perras malas corral hacen doblar dedos pies,False,False,False,False,False,True,False,False,False,False,False
perras malas único gusta,False,False,False,False,False,True,False,False,False,False,False
perras malas único gusta,False,False,False,False,False,True,False,False,False,False,False
perras malas único gusta bblu sábado bblu suedelounge richgirls,False,False,False,False,False,True,False,False,False,False,False
perras malas único gusta,False,False,False,False,False,True,False,False,False,False,False
perras malas único gusta,False,False,False,False,False,True,False,False,False,False,False
solo perras malas,False,False,False,False,False,True,False,False,False,False,False
solo perras malas httptcoceybbrf,False,False,False,False,False,True,False,False,False,False,False
mala sangre campamento si trata perra debes saber respeto amigo,False,False,True,False,False,True,False,False,False,False,False
chicas malas envían putas básicas echan siquiera pueden conseguir waffle house negros odian eliminan sacan ataúd,False,False,False,False,True,False,False,False,False,False,False
mala perra extranjera ferrari andante,False,False,False,False,False,True,False,False,False,False,False
perra mala nunca visto,False,False,False,False,False,True,False,False,False,False,False
mala pequeña pequeña perra fina pequeña pequeña sumn,False,False,False,False,False,True,False,False,False,False,False
bae quejarse ups,False,False,False,False,False,False,False,False,False,False,False
cariño solo nueva jerga perras secundarias especial puta,False,False,False,False,True,True,False,False,False,False,False
bae hizo galletas oreo fritas,False,False,False,False,False,False,False,False,False,False,False
bolsas bolsas bolsa dinero bolsa basura negra llena dinero,False,False,False,False,False,False,False,False,False,False,False
jajaja dios perra loca httptcohfktledkpa,False,False,False,False,False,True,False,False,False,False,False
pollo horno montreal coles bruselas queso triple cheddar mantequilla ajo puré cebollino amarillo httptcoxsgwksqcw,False,False,False,False,False,False,False,False,False,False,False
perras calvas creen momento prosperar,False,False,False,False,False,True,False,False,False,False,False
pelota vida banco perras vida,False,False,False,False,False,True,False,False,False,False,False
bandas harán bailar sellos harán perrear si romney convierte presidente zorras trabajar,False,False,True,False,False,True,False,False,False,False,False
bang perra crees rara perra loca maldita perra rangatang votesos emabiggestfansd,False,False,False,False,False,True,False,True,False,False,False
policía arresta ladrón bancos vestía vestido estampado cebra httptcouuqbwvju,False,False,True,False,False,False,False,False,False,False,False
barkley basura,False,False,False,False,False,False,False,False,False,False,False
camisas pardas blancas barry campan anchas oakland siguiendo ejemplo nwa punks gritan joda policía httptconburmtj,False,False,False,False,False,False,False,False,False,False,False
puta barry michelle entrando ahora bestia horrible sotu,False,False,False,False,True,False,False,False,False,False,False
béisbol mismo yankees playoffs baloncesto mismo lakers,False,False,False,False,False,False,False,False,False,False,False
motivo beisbol voxpulchra cumpleaños jaja yankee stadium yelp httptcohifdczwqy,False,False,False,False,False,False,False,False,False,False,False
perra básica tranquilidad,False,False,False,False,False,True,False,False,False,False,False
perras básicas negros patéticos lt,False,False,False,True,True,True,False,False,False,False,False
perras básicas todas partes,False,False,False,False,False,True,False,False,False,False,False
negro básico ropa básica,False,False,False,False,True,False,False,False,False,False,False
básicamente diciendo libra pertenece inglesa cobardes codiciosos,False,False,False,False,False,False,False,False,False,False,False
básicamente simplemente haz quieras encojo hombros rt cruzanchoklate entonces si preocupa ser puta parecerlo buena suerte,False,False,False,False,True,False,False,False,False,False,False
esfera baño bañera forma orbe suspendida apta tímidos httptcoohvxbrwo baño diseño raro embargo genial,False,False,False,False,False,False,False,False,False,False,False
bbl pondrá sollozar bebés pájaros gays,False,False,False,False,False,False,False,False,False,False,False
demasiadas perras,False,False,False,False,False,True,False,False,False,False,False
sé perro perras sé rey reina,False,False,False,False,False,True,False,False,False,False,False
sé chica mente perra actitud dama clase,False,False,False,False,False,True,False,False,False,False,False
miedo ira dios país burlan cristianismo abrazan perversión aborto inclinan políticamente correcto multiculturalismo,False,False,False,False,False,False,False,False,True,False,False
vuelve ser cruel grosera hermana pequeña patearé trasero aplica todas ustedes pequeñas perras presumidas gracias,False,False,False,False,False,True,False,False,False,False,False
sé columna vertebral cada nicca necesita columna vertebral,False,False,False,False,False,False,False,False,False,False,False
vuelvo loca llamo puta perra sabes hablo así future voice,False,False,False,False,True,True,False,False,False,False,False
frijoles amarillos viernes noche ahora marrones hojas verdes rizaron congelaron congelaron tamaño frijoles redujo extremo superior encoge,False,False,False,False,False,False,False,False,False,False,False
hoy juegan bears perras mencionar agacho muero viaje tren jajaja buendía,False,False,False,False,False,True,False,False,False,False,False
golpea coño némesis,False,False,False,False,False,False,False,False,False,False,False
golpeé coño tan bien todavía duele mierda hace semana,False,False,False,False,False,False,False,True,False,False,False
golpearé perra cobarde cada vez vea matona luego enviaré ciudad galletas,False,False,False,False,False,True,False,False,False,False,False
hermoso vestido elegante hada httptcoouxwbytut,False,False,False,False,False,False,False,False,False,False,False
aceptar llamaran perra cada vez hacía valer sítodaslasmujeres,False,False,False,False,False,True,False,False,False,False,False
prefiero llevar pelo largo tener piercings maricón nunca irá ningún lado vida,False,False,False,False,True,False,False,False,False,False,False
negro significa coño bomba,False,False,False,False,True,False,False,False,False,False,False
agencia seguros local cliente siempre perra notomamierdadenadie,False,False,False,False,False,True,False,True,False,False,False
sé si todavía intentando vez perra podría serlo httptcofpjqpchk,False,False,False,False,False,True,False,False,False,False,False
si nadie juzgara pájaros relato siquiera causaría onda océano,False,False,False,False,False,False,False,False,False,False,False
mensaje envía residentes lgbtq virginia occidental paraíso personas queer hoy día importante,False,False,False,False,False,False,False,False,False,False,False
perras ova aleta abeja intercambian clip pompones,False,False,False,False,False,True,False,False,False,False,False
buscando ahínco fin encontrado mejor funda portavasos boda visto vida redneck httptcodsbsyann,False,False,False,False,False,False,False,False,False,False,False
sido trino nicca lil nicca,False,False,False,False,False,False,False,False,False,False,False
pasado tiempo sola cuna sintiéndome sola puta,False,False,False,False,True,False,False,False,False,False,False
jugando hula hula día cansada perra,False,False,False,False,False,True,False,False,False,False,False
entrenando perras,False,False,False,False,False,True,False,False,False,False,False
durmiendo demasiado mierda disfrutaré empezar trabajar dos trabajos puta jaja,False,False,False,False,True,False,False,True,False,False,False
mucha gente dicho guay puta entienden alguien gusto,False,False,False,False,True,False,False,False,False,False,False
baile cerveza cobardes,False,False,False,False,False,False,False,False,False,False,False
dejar gatito corte pelo simplemente dejaré crecer,False,False,False,False,False,False,False,False,False,False,False
locura perras solteras httptcofldesslc,False,False,False,False,False,True,False,False,False,False,False
detrás cada mujer independiente manada putas odian,False,False,False,False,True,False,False,False,False,False,False
ser chica mierda lidiar períodos vuelven unas perras afeitarnos piernas diario preocuparnos comemos,False,False,False,False,False,True,False,True,False,False,False
ser puta lindo ijs,False,False,False,False,True,False,False,False,False,False,False
ser puta lindo,False,False,False,False,True,False,False,False,False,False,False
ser alma sobria simplemente interesante perra viviendo spmg ggl httptcowqhrj,False,False,False,False,False,True,False,False,False,False,False
siendo coons fattravis tiffanyprsche ustedes increíbles,False,False,False,False,False,False,False,False,False,False,False
soltero enviar mensajes texto ninguna perra altas horas noche casi peor llegar casa después club borracho follar novia,False,False,False,False,False,True,False,False,False,False,False
cree corazón cartas perra,False,False,False,False,False,True,False,False,False,False,False
creas putas vuelven aburridas después tiempo,False,False,False,False,True,False,False,False,False,False,False
ben conseguirá coño ben conseguirá sexo oral,False,False,False,False,False,False,False,False,False,False,False
basura pateador bengals,False,False,False,False,False,False,False,False,False,False,False
benzino perra punto aparte,False,False,False,False,False,True,False,False,False,False,False
aparte hermanas dos perras siempre verás httptcofxzycvvnpq,False,False,False,False,False,True,False,False,False,False,False
niños mejor portados historia audición comercial mamá mcflurries oreo mamáorgullosa httptcohfnsmalcu,False,False,False,False,False,False,False,False,False,False,False
mucha suerte tino bambino martínez miami legado salvado lol marlins yankees redsox mlb,False,False,False,False,False,False,False,False,False,False,False
mejor jinete blaxicano,False,False,False,False,False,False,False,False,False,False,False
apuesto charlie strong puesto contacto ridley,False,False,False,False,False,False,False,False,False,False,False
apuesto quieren galleta bergbrain refieres quieres galleta salada hoy hace calor aquí stribpol mngop mnleg,False,False,False,False,False,False,False,False,False,False,False
apuesto ido aunque rt selfmadephat na oomf acaba tuitear amp sabe coño wack,False,False,False,False,False,False,False,False,False,False,False
betta pregunta calles perras jay,False,False,False,False,False,True,False,False,False,False,False
mejor mantén mierda línea nicca,False,False,False,False,False,False,False,True,False,False,False
mejor cortar mierda raíz cuanto,False,False,False,False,False,False,False,True,False,False,False
mejor hagas parte perra perra inteligente podría cambiar opinión,False,False,False,False,False,True,False,False,False,False,False
constantes tuits malas perras hacen pasar mismas llamar atención estúpidas fotos subtítulos instagram perdió,True,False,False,False,False,True,False,False,False,False,False
tendencia vine actuando mujeres si negros pudieran esperar ser maricones httptcodkvnjmcarz,False,False,False,False,True,False,False,False,False,False,False
beyoncé perra hipster caderas días,False,False,False,False,False,True,False,False,False,False,False
gran cumpleaños mauriceprice nicca freeboosie jajaja,False,False,False,False,False,False,False,False,False,False,False
india grande gorda jajaja esposo gracioso insidejoke,True,False,False,False,False,False,False,False,False,False,False
big squawk p cuándo deshará dfl ryan uncle tom winkler va suceder berg bleat on mngop orgulloso stribpol mnleg,False,False,False,False,False,False,False,False,False,False,False
big bird celebra conferencia prensa afirma importa letra f,False,False,False,False,False,False,False,False,False,False,False
perras grandes dicen gorda perra alrededor sección media,True,False,False,False,False,True,False,False,False,False,False
grandes perras negras discutiendo aquí,False,False,False,False,False,True,False,False,False,False,False
pechos grandes culo culo pechos grandes pechos grandes culo grande cara fea pechos grandes culo grande cara bonita zorra,True,False,True,False,False,True,False,True,False,False,False
gran hermano alce intentando deslizarse dentro azadas dm httptcoevbdyunt,False,False,False,False,False,False,False,False,False,False,False
big greenmile tweetin culo nicca,False,False,False,False,False,False,False,True,False,False,False
perras pelo grande gtgtgtgtgtgtgtgtgtgt,False,False,False,False,False,True,False,False,False,False,False
gran moe rn azada jaja yuhhhh,False,False,False,False,False,False,False,False,False,False,False
gran noche hoosiers iubb big pacers nba indiana hoosierstate paulgeorge codyzeller httptcoufmjegk,False,False,False,False,False,False,False,False,False,False,False
gran coño harrington volvió bloquear,False,False,False,False,False,False,False,False,False,True,False
perra grande gordita bonita,False,False,False,False,False,True,False,False,False,False,False
stand grande visto anoche perra llevaba jersey estampado leopardo parecía leopardo sobrepeso,False,False,False,False,False,True,False,False,False,False,False
biggie siempre idiota genial rap biggie,True,False,False,False,False,False,False,False,False,False,False
fanáticos exigen recuento votos referéndum ordenanza derechos homosexuales idaho httptcotoryexxmwi tcot teaparty teabaggers lgbt,False,False,False,False,True,False,False,False,False,False,False
bij vraag wat is d naam van engels des doodsdacht eerst robertikisraeluhm iets met gargamelhoe heet die kat ook weeroja azrael,False,False,False,False,False,False,False,False,False,False,False
banda motociclistas buscan zorras tatuajes tetas hijos anarquía,False,False,True,False,False,True,False,False,False,False,False
bill cosby robando coño,False,False,False,False,False,False,False,False,False,False,False
bill romanowski sigue siendo idiota quién visto venir,True,False,False,False,False,False,False,False,False,False,False
bill smith dds mtv odb lgbtq mma nfl aflcio perra elige odio sé orgullosa mierda,False,False,False,False,False,True,False,True,False,False,False
hoy cumpleaños perra trabajar,False,False,False,False,False,True,False,False,False,False,False
perra quiero devuelvas número coño mostaza oh jodete perra confía dro,False,False,False,False,False,True,False,False,False,False,False
perra voy comerte coño día vida,False,False,False,False,False,True,False,False,False,False,False
perra hombre dije perra hombre olvides,False,False,False,False,False,True,False,False,False,False,False
perra abogada agradeces cállate mata perra,False,False,False,False,False,True,False,False,False,False,False
perra quién carajo habla ganas detiene maricón negro encierra caja,False,False,False,False,True,True,False,True,False,False,False
maldito negro odia mujeres negras tío tom maldito punk,False,False,False,False,True,False,False,False,False,False,False
